application_id,job,job_id,position,tenure_track,date,candidate
0,Professor,0,Computer Science,True,2007-07-02 03:46:36,user7345@example.com
1,Associate Professor,1,Mathematics,True,2007-08-08 09:39:14,user3823@example.com
2,Associate Professor,2,Computer Science,False,2000-10-14 08:04:53,user8950@example.com
3,Professor,3,Mathematics,False,2008-01-04 10:18:39,user1712@example.com
4,Assistant Professor,4,Computer Science,True,2007-02-17 10:28:38,user3938@example.com
5,Assistant Professor,5,Physics,False,2004-10-16 02:29:38,user3805@example.com
6,Assistant Professor,6,Physics,False,2016-10-20 15:00:11,user4349@example.com
7,Professor,7,Physics,True,2007-12-14 12:20:35,user9369@example.com
8,Professor,8,Computer Science,True,2007-04-17 18:45:25,user3323@example.com
9,Assistant Professor,9,Physics,False,2014-01-24 19:29:09,user2477@example.com
10,Assistant Professor,10,Physics,False,2007-09-18 01:25:17,user8718@example.com
11,Professor,11,Physics,True,2023-10-12 02:54:57,user6834@example.com
12,Professor,12,Mathematics,False,2021-07-16 01:51:48,user7822@example.com
13,Professor,13,Mathematics,True,2001-09-12 02:37:48,user6424@example.com
14,Professor,14,Computer Science,False,2011-02-09 10:41:45,user9817@example.com
15,Assistant Professor,15,Physics,False,2009-10-24 05:29:30,user7508@example.com
16,Professor,16,Computer Science,True,2003-06-01 18:11:30,user2400@example.com
17,Associate Professor,17,Computer Science,True,2017-02-05 16:07:15,user9599@example.com
18,Assistant Professor,18,Mathematics,True,2011-09-14 20:17:15,user5515@example.com
19,Associate Professor,19,Computer Science,False,2009-11-01 23:46:05,user5747@example.com
20,Assistant Professor,20,Mathematics,True,2001-12-17 19:55:14,user9796@example.com
21,Professor,21,Computer Science,False,2018-02-14 03:33:02,user5294@example.com
22,Assistant Professor,22,Physics,True,2018-07-07 22:12:39,user7365@example.com
23,Professor,23,Mathematics,False,2006-10-17 15:41:40,user6298@example.com
24,Professor,24,Mathematics,False,2009-02-22 08:18:32,user3407@example.com
25,Professor,25,Computer Science,False,2021-09-19 11:19:27,user1748@example.com
26,Assistant Professor,26,Computer Science,True,2011-06-24 11:39:53,user2809@example.com
27,Associate Professor,27,Mathematics,False,2008-11-04 15:59:55,user6581@example.com
28,Associate Professor,28,Physics,False,2013-06-03 20:25:10,user4689@example.com
29,Professor,29,Computer Science,False,2010-08-11 01:34:32,user7831@example.com
30,Professor,30,Physics,False,2018-01-05 18:02:24,user6377@example.com
31,Associate Professor,31,Mathematics,False,2003-01-27 08:23:27,user9284@example.com
32,Assistant Professor,32,Computer Science,True,2013-05-20 10:00:59,user6061@example.com
33,Assistant Professor,33,Computer Science,False,2020-11-19 20:48:28,user7322@example.com
34,Assistant Professor,34,Mathematics,True,2007-11-18 19:52:40,user5096@example.com
35,Professor,35,Computer Science,True,2016-03-23 22:36:15,user3129@example.com
36,Assistant Professor,36,Mathematics,False,2015-07-15 05:31:33,user9911@example.com
37,Associate Professor,37,Mathematics,True,2005-08-06 21:37:15,user7484@example.com
38,Professor,38,Computer Science,False,2008-10-11 02:35:14,user6165@example.com
39,Professor,39,Computer Science,False,2006-02-27 01:08:43,user5122@example.com
40,Assistant Professor,40,Computer Science,True,2005-02-19 04:47:26,user2643@example.com
41,Assistant Professor,41,Physics,True,2021-04-28 21:20:44,user6424@example.com
42,Assistant Professor,42,Physics,True,2014-03-17 00:14:29,user2406@example.com
43,Professor,43,Mathematics,True,2013-08-16 06:13:52,user6569@example.com
44,Assistant Professor,44,Mathematics,True,2008-07-13 07:04:47,user9258@example.com
45,Professor,45,Computer Science,True,2009-09-05 19:29:21,user3435@example.com
46,Assistant Professor,46,Mathematics,False,2000-04-26 07:32:56,user9530@example.com
